Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
2198,4/18/25 10:00,R_1g29wX0ExFT7wcx,"1,2,3,4,5,6,7,8,10,11,17,18,19,20,21,22,23","7,12,13,18,20,21","2,4,7,8,12,13,21,22,23","1,3,4,5,6,7,8,10,12,13,18,20,23",1,"Such a regulation would help protect customers' sensitive and personal information. It would also help promote ethical practices by companies, reducing the chances of data breaches.",They should only seek to collect data which is relevant. They should also prioritize reviewing and updating data privacy policies.,California,"5,6,7,43",4,2,,1,"2,6",Hispanic,1,,67c95c37449307c02d8b2843,67fecb3ede31a76593440504,68027c31a551ad20cbd1cb91,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
1241,4/18/25 10:00,R_57eCEMyFO9DO1dw,"14,18,20,22,23","13,14,20,21",,"13,14,20,21,22,23",3,"Even though the App is limited to the collection, storage, and sharing of your data it does not guarantee your privacy and protection of personal information.",I do not think changes in anyway will prevent data breech ,Pennsylvania,"5,20",5,2,,2,6,Asian/African/American,5,,63da9d744c860382808770bd,67fecb3ede31a76593440504,68027fc7067162e20d7208ec,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
314,4/18/25 10:01,R_7UjcyhzcKrzXc7T,"1,2,3,4,6,10,16,18","1,3,4,6,7,8,10,18,19","1,2,3,6,10,19,20","1,2,3,4,6,8,10,16",2,this should be enacted to protect consumers,use a thoughtful process,california,,5,1,,2,4,,2,,66df47a9c26ea6aa4a71fc0f,67fecb3ede31a76593440504,6802840c6a79d64a82396a49,California,to a purpose that consumers would reasonably expect.,game,Roblox
641,4/18/25 10:01,R_7oMyP1wrV5QR7jg,"1,4,7,18,20","1,4,13,20","1,20,21","1,4,7,10,12,13,18,20,22,23",1,This is too common and very invasive. I have come to a point where I only download apps when I truly need them and immediately delete them when I am done.,Privacy regulations start with Congress. Corporations will always push boundaries and overreach until they are made to stop.,NJ,5,3,2,,1,1,,2,,663fbfc8c8c814ee81e8037c,67fecb3ede31a76593440504,680282f4973f324ad513907c,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
604,4/18/25 10:02,R_3GDnaiG0Or7NeVS,"7,9,20,23,24","4,5,17,24","1,2,3,10,14,18,20,25","4,10,15,19",1,i believe its important to the illustruction,na,virginia,46,4,1,,1,1,,1,,67f2c51d4a374e2815ee0bba,67fecb3ede31a76593440504,6802832d52608a011cec9fd1,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
2458,4/18/25 10:03,R_7z6ZARoaOxEU7uh,1,15,"24,26",1,2,it was interesting,"ecure coding practices, implement robust authentication and authorization, regularly update dependencies, conduct security audits, and prioritize user data protection. ",,47,3,2,,1,1,,1,,67ee8599be271206da84bde2,67fecb3ede31a76593440504,68027c3b002ea81ae3eb2d1f,Procedural,to a purpose they disclose to the consumer.,game,Roblox
2471,4/18/25 10:04,R_5coRHdZATc40e4g,"1,10,13,15,18,20,23","1,7,13,15,20",21,"20,21,22,23",2,"For privacy protection purposes, minimization can provide a baseline restriction on data collection, allowing minimal necessary information exposure to enable basic essential or reasonable initial operation of an app.  App users can ""opt-in"" selectively for additional disclosures if they choose to do so for the purpose of enabling additional functionality that may require such disclosure.  Regulations should require that all such disclosures and all usage and sharing of collected personal data should be strictly limited within the clearly explained purposes for which it is collected.  Regulations should require that app users always be given the ability to understand, control, and limit the collection and disclosure of their personal data at all times, including rights of removal.","I'm not familiar with app development, so I can only begin to imagine what I think would be involved.  I would suppose that some app developers may not yet have implemented a robust privacy framework sufficient to fully comply with newly introduced regulations, and would need to begin doing so.  That can involve various degrees of revision and refactoring and redesign for app components involved in data collection and usage, and also procedural and managerial changes in the developers' operations to ensure full compliance with requirements.  Some small-scale and individual app developers may need some developer-assistive support resources to help them in establishing a robust privacy framework for their apps.  I don't know enough about app development to comment further.",California,,5,1,,1,1,,2,,5c1739ec6d1ac90001031c00,67fecb3ede31a76593440504,68027b71f021ef4dfb6e4085,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
820,4/18/25 10:06,R_3DtC6CnnWkxBy21,"1,2,3,4,6,20,25","1,2,6,10,12,13,21","1,2,12,14","1,3,5,8",2,"The minimization is necessary to avoid cooperation having too much personal data that can be misused ,sold or even hacked resulting to The customers loosing money or even be tracked ",Everything is well captured ,New York,"5,6,7,8,9,27,30",1,2,,2,5,,5,,67e4413ccba809f84dae5842,67fecb3ede31a76593440504,68028345a7d16b5ded923837,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
779,4/18/25 10:09,R_3wvFYZxBVkFsSnT,"2,3,5,6,8,10,12","2,5,6,8,10,12,15,18,19,21,23","3,5,6,8,10,12,15,16,18,21,23","1,2,5,6,8,10,12,18,21,23",2,Because of my personal  data ,Government regulation ,florida,"9,10,25,32,40",5,1,,2,2,,5,,666b6cd0fd4835707cae439b,67fecb3ede31a76593440504,68028422ece04274550d9085,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
1117,4/18/25 10:09,R_3xPJFnXseO1QRRr,"7,12,13","7,10,12,23","3,20,21,23,26","3,5,6,20",2,"I agree with data minimization because it protects consumer privacy, enhances security, builds trust, promotes ethical business practices, aligns with privacy regulations, and limits unwanted surveillance by collecting only the necessary data.","To comply with data minimization, app developers will need to limit data collection to only what’s necessary, update privacy policies, implement stronger security measures, provide users with more control over their data, and ensure transparency in data usage and sharing practices.
",Washington,"5,6,44,46",4,2,,2,1,,1,,67bbc20c427d676f6c65d079,67fecb3ede31a76593440504,680282cfec2e51e8e8c24af7,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
769,4/18/25 10:10,R_7r0Wali7sFccVaj,"20,21,23","20,21,23","20,23","20,21,23",2,companies should limit collection of data to what is necessary needed,these apps will not collect people's personal data. app developers should comply with this regulation,Hawaii,"5,7,20,21",2,1,,2,5,,2,,66d9bc1832f8ef1fe7dcd3b7,67fecb3ede31a76593440504,68028475f778c0d804d568e1,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
263,4/18/25 10:10,R_79qhZvJ6wi5uFwd,"1,2,5,8,11,15,16,21","1,4,15,16,17,19","3,5,7,8,16,18,22","1,4,15,17,25",3,I am neutral about this regulation.,I believe such data should be made more private.,Mississippi,24,1,2,,2,2,,6,,67ccbff51d19e63fccfe0d60,67fecb3ede31a76593440504,680286899e1dbb6030482aa0,California,to a purpose that consumers would reasonably expect.,finance,Venmo
2532,4/18/25 10:11,R_1hontwX8AmVAGHv,"1,3,4,5,6,8,9,10,12,15,25","1,3,4,5,6,8,10,12,18,19,23","13,21","12,13,14,20,21",1,I think it will help protect the user's data ,"Be transparent on how data is collected, used, and disposed ",Ohio,"5,29,30,46",1,1,,1,7,,1,,67f2ecf2ef369d872787cfb8,67fecb3ede31a76593440504,68027dc8cdc7fe6177ca5b9f,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1519,4/18/25 10:12,R_7LT2n8hr64ChOY7,"3,4,10,13,15,17",13,"4,13","10,12,13,17",1,"Data is very expensive, and important, If any organization can collect any data irrespective of it uses, it is more likely that individual's data will be used inappropriately.",Organizations can collect sensitive data and sell it.,California,"5,6",2,1,,1,1,,1,,67f2e818d6535aab793612dc,67fecb3ede31a76593440504,6802807895d73d93b1eb2644,Procedural,to a purpose they disclose to the consumer.,game,Roblox
340,4/18/25 10:13,R_1M5qWkwYnVp1cMH,"1,2,3,4,6,10,18,20,23","7,13,14,20,21","13,14,20,21","1,2,3,12,13,14,20,21,22,23",2,"Information is necessary to run any kind of app, and is essential to providing the user a personalized experience.  The amount of that information should remain limited to what is essential to run.","Full personal information including physical address, birthday, and others that could be sold to data brokers.  Unless purchasing is necessary, that information would not really be needed. ",Washington,,4,1,,2,1,,2,,67433b6e21271e2da703ee36,67fecb3ede31a76593440504,680286daf4b31c016cec79bf,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
1001,4/18/25 10:25,R_39uzkyyxdlD5GoX,"1,2,3,4,13,17,18,20,21,23","3,4,10,13,17,20,21,23","4,12,21","2,17,18,20,23",1,"Too much data can create a scenario were the users information, like bank information, can be compromised ","Since in app purchases is probably unavoidable, maybe they can limit the amount of money that can be spent in a day",VA,,5,1,,1,2,,1,,67dcc68ab4e41d1a7bda1f91,67fecb3ede31a76593440504,680287159a3e732d638b1cc4,Procedural,to a purpose they disclose to the consumer.,game,Roblox
782,4/18/25 10:28,R_3GowhHHfmdE7lHH,"1,3,4,5,6,7,8,25","3,4,5,6,7,8,12,13,14,20,21,23","3,4,5,6,7,8,13,14,20,21,23","3,4,5,6,7,8,12,13,14,20,21,23",1,I think there should be regulations on the type of data that organisations should collect from consumers. They should only collect data that does not invade the privacy of users and also the type of data collected should also e reasonable and only used as described by the policies,They will develop their sites and create awareness on the type of data which will be include and clauses on confidentiality of data collected,texas,"5,6,7,8,20,26,29,37,46",4,2,,2,2,,1,,67e7151bca0ab3ce3d03c5fb,67fecb3ede31a76593440504,680288ad4257ce5c7416cd56,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
2274,4/18/25 10:37,R_7rrxQUCpRbaoSE0,"1,7,8,12,13,15,23","1,12,13,20","1,4,7,12,13,15,20","1,5,13,16,18",1, This regulation safeguards consumer privacy and encourages responsible data management while ensuring product functionality is not compromised., App developers probably need to review their data collection methods and modify permissions to ensure they only collect data that is crucial for the app's core functionalities.,florida,9,4,1,,2,1,,2,,67d04f22c8d931c891396375,67fecb3ede31a76593440504,68027b41004eb4963eeee8ed,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
159,4/18/25 10:43,R_3vhK9XWydWpahbe,"7,8,16,20,21","7,8,20,21","7,23","7,8,20,21",2,privacy protection is necessary,none,OR,,3,2,,2,4,,1,,59107216127b0b00011fabea,67fecb3ede31a76593440504,68028e9aece04274550d91d4,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
863,4/18/25 10:45,R_6PZe7Zti6eBOxIA,"1,4,6,7,9,15,20,21,22,26,25","1,15","4,6,7,8,9,18,22",22,2,I concur that the data minimization rule ought to be implemented in order to guarantee that only essential personal information is gathered.,"Only the information required for the app to operate correctly should be collected by app developers. They need to update their privacy policies, cut down on superfluous permissions, and be transparent with users about what data is being collected and why. Additionally, developers ought to let users manage their data and refrain from keeping any unnecessary or surplus data.",UNITED STATES AMERICA,9,2,1,,2,2,,1,,67eab991092b76c430986172,67fecb3ede31a76593440504,68028c5b01fb988f3244dc5e,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
975,4/18/25 11:12,R_5rYgdCib4bzYWoZ,"3,4,5,6,10",,"12,20,23","20,21,23",1,"I believe the more data the company takes, the more it gets easier for any hacker to access the client. It is also appropriate to only collect data that is necessary ","Improve on the security ,most importantly reduce data retension",Maryland,"5,6,8,9,15,26,29,30,37,42,43,46",5,1,,2,1,,2,,67d64ac905f499cb54151b62,67fecb3ede31a76593440504,6802923ff9a6b0774176f5ca,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
5303,4/18/25 11:51,R_5VrUI7L43O6hfdD,"3,7,8,17,18,20,21,22,23","3,4,12,13","4,6,12,25","3,4,19",2,"I agree, because customers should be informed about the kind of information companies collect from them and how that information is being used.
",App developers should include clear clauses in their apps so that users understand and agree to what they are signing up for.,New York,"5,7,8,22,23,30,35",5,2,,2,1,,1,,67f03209ccb6f27a49e7903d,67fecb3ede31a76593440504,68028a8e76be3fe67c0e17c1,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
512,4/18/25 12:12,R_5JUziE6MHGSuPyi,"13,15,16,17,18,19,20,21,22,23","4,5,13,14,20,21,25","1,4,8,12,19,24,26","1,4,6,10,11,12,13,14,18",2,Customer data should only be used for what they are aware. ,Limit the amount of data they need when signing up.,PA,5,1,2,,1,7,,2,,67f1cc26973bd7f41512c209,67fecb3ede31a76593440504,6802a1ff7218efb54b1f7b87,California,to a purpose that consumers would reasonably expect.,game,Roblox
